,job_title,common_job_title, Job_Family
680,engineering systems software engineer,systems software engineer, Software/Application Developer
682,global help desk technician,help desk technician, Computer Support Specialist
683,systems business analyst,systems analyst, Information Technology Analyst
684,abap java developer,java developer, Software/Application Developer
685,linux system administrator,system administrator, Computer Support Specialist
686,sap abap application developer,application developer, Software/Application Developer
687,technology support specialist emea,technology support specialist, Computer Support Specialist
688,asp net developer,net developer, Software/Application Developer
689,expert database administrator,database administrator, Database Administrator
691,principle software developer,software developer, Software/Application Developer
692,team software engineer,software engineer, Software/Application Developer
695,staff software engineer,software engineer, Software/Application Developer
698,demc ccoe vsan technical support engineer,technical support engineer, Computer Support Specialist
699,customer support specialist german,customer support specialist, Computer Support Specialist
700,technical support engineer level,technical support engineer, Computer Support Specialist
701,gss technical support engineer,technical support engineer, Computer Support Specialist
702,india software engineer,software engineer, Software/Application Developer
705,netbackup technical support engineer,technical support engineer, Computer Support Specialist
706,software engineer cvr,software engineer, Software/Application Developer
709,itsm system administrator,system administrator, Computer Support Specialist
710,team technical support engineer,technical support engineer, Computer Support Specialist
711,linux systems administrator,systems administrator, Computer Support Specialist
712,tax support specialist,support specialist, Computer Support Specialist
714,customer support specialist with payroll,customer support specialist, Computer Support Specialist
715,network field engineer,network engineer, Computer Network Specialist
717,technical supportg specialist,technical support specialist, Computer Support Specialist
718,tax support specialist tier,support specialist, Computer Support Specialist
720,turbo tax support specialist,support specialist, Computer Support Specialist
722,dotnet developer,net developer, Software/Application Developer
723,software image developer,software developer, Software/Application Developer
724,technical support tax specialist support,technical support specialist, Computer Support Specialist
725,mobile application developer,application developer, Software/Application Developer
726,sas programmer,programmer, Software/Application Developer
727,testing software engineer,software engineer, Software/Application Developer
730,database administrator oracle,database administrator, Database Administrator
732,oracle database administrator,database administrator, Database Administrator
734,technical support engineer tse,technical support engineer, Computer Support Specialist
735,test java developer,java developer, Software/Application Developer
736,citrix technical support engineer,technical support engineer, Computer Support Specialist
737,bangalore technical support engineer,technical support engineer, Computer Support Specialist
738,cisco network engineer,network engineer, Computer Network Specialist
740,technology support sales specialist,technology support specialist, Computer Support Specialist
741,technical support engineer citrix,technical support engineer, Computer Support Specialist
742,global customer support specialist,customer support specialist, Computer Support Specialist
743,software quality assurnce analyst,software quality assurance analyst, Software/Application Developer
744,hcm application support analyst,application support analyst, Information Technology Analyst
745,full stack web developer,web developer, Web Developer
747,edi software engineer,software engineer, Software/Application Developer
750,midline technical support specialist,technical support specialist, Computer Support Specialist
751,marketing support specialist,support specialist, Computer Support Specialist
753,who calling support specialist,support specialist, Computer Support Specialist
755,technical specialist tier,technical specialist, Computer Support Specialist
756,expert technical support specialist,technical support specialist, Computer Support Specialist
757,help desk field technician,help desk technician, Computer Support Specialist
758,remote technical support specialist,technical support specialist, Computer Support Specialist
759,premium support specialist,support specialist, Computer Support Specialist
761,technical specialist creative finishing,technical specialist, Computer Support Specialist
762,delcam applications engineer,applications engineer, Software/Application Developer
764,software engineer mcarbon part,software engineer, Software/Application Developer
767,software engineer staff,software engineer, Software/Application Developer
770,principle database administrator,database administrator, Database Administrator
772,peachtree accounting application support analyst,application support analyst, Information Technology Analyst
773,staff programmer,programmer, Software/Application Developer
774,paycom support specialist,support specialist, Computer Support Specialist
776,team support specialist,support specialist, Computer Support Specialist
778,staff software developer,software developer, Software/Application Developer
779,help desk specialists,help desk specialist, Computer Support Specialist
780,staff field applications engineer,applications engineer, Software/Application Developer
782,field applications engineer,applications engineer, Software/Application Developer
784,software engineed,software engineer, Software/Application Developer
787,field network engineer,network engineer, Computer Network Specialist
789,ips network engineer,network engineer, Computer Network Specialist
791,technical support group leader specialist,technical support specialist, Computer Support Specialist
792,principle technical support engineer,technical support engineer, Computer Support Specialist
793,principle systems administrator,systems administrator, Computer Support Specialist
794,mechanical specialist,technical specialist, Computer Support Specialist
795,regulatory technical specialist,technical specialist, Computer Support Specialist
796,plc programmer,programmer, Software/Application Developer
797,applications engineer hvcb,applications engineer, Software/Application Developer
799,voip network engineer,network engineer, Computer Network Specialist
801,applications engineer cad cam,applications engineer, Software/Application Developer
803,system analyst planning analyst,system analyst, Information Technology Analyst
804,accounts payable support specialist,support specialist, Computer Support Specialist
806,programmeur,programmer, Software/Application Developer
807,system analytiker,system analyst, Information Technology Analyst
808,solidworks technical support engineer,technical support engineer, Computer Support Specialist
809,pdm technical support engineer,technical support engineer, Computer Support Specialist
810,software hardware engineer,software engineer, Software/Application Developer
813,director technology hosting,director technology, Information Technology Leadership
814,software engineer efi,software engineer, Software/Application Developer
817,software engineer sre,software engineer, Software/Application Developer
820,online systems administrator,systems administrator, Computer Support Specialist
821,lrs customer support specialist,customer support specialist, Computer Support Specialist
822,oracle application developer,application developer, Software/Application Developer
823,people technology analyst,technology analyst, Computer Network Specialist
824,full time software developer,software developer, Software/Application Developer
825,steering systems designer,systems designer, Information Technology Analyst
826,fullstack java developer,java developer, Software/Application Developer
827,software developer jan 1014,software developer, Software/Application Developer
828,j2ee java developer,java developer, Software/Application Developer
829,software feature engineer,software engineer, Software/Application Developer
832,nvh technical specialist,technical specialist, Computer Support Specialist
833,fuel system designer,system designer, Software/Application Developer
834,technology launch coordinator,technology coordinator, Computer Network Specialist
835,cobol programmer analyst,programmer analyst, Software/Application Developer
837,support specialist journeyman blockline cmep,support specialist, Computer Support Specialist
839,test technology manager,technology manager, Information Technology Leadership
840,technology planning analyst,technology analyst, Computer Network Specialist
841,mechanical technical support specialist,technical support specialist, Computer Support Specialist
842,applications tailoring engineer,applications engineer, Software/Application Developer
844,cnc programmer,programmer, Software/Application Developer
845,angola technology director,technology director, Information Technology Leadership
846,sap programmer,programmer, Software/Application Developer
847,field technical specialist,technical specialist, Computer Support Specialist
848,purchasing support specialist buyer,support specialist, Computer Support Specialist
850,carl zeiss cmm programmer,programmer, Software/Application Developer
851,purchasing support specialist,support specialist, Computer Support Specialist
853,system monitoring administrator,system administrator, Computer Support Specialist
854,technical hotline specialist,technical specialist, Computer Support Specialist
855,application developer latam,application developer, Software/Application Developer
856,technical support specialist cso,technical support specialist, Computer Support Specialist
857,mainframe java developer,java developer, Software/Application Developer
858,usa software engineer,software engineer, Software/Application Developer
861,adv software engineer,software engineer, Software/Application Developer
864,accounts payable systems analyst,systems analyst, Information Technology Analyst
865,sales customer support specialist,customer support specialist, Computer Support Specialist
866,technical sales support engineer,technical support engineer, Computer Support Specialist
867,rpg programmer,programmer, Software/Application Developer
868,front end developer remote,front end developer, Web Developer
869,programmer analyst bmw china,programmer analyst, Software/Application Developer
871,software engineer kpit,software engineer, Software/Application Developer
874,network engineer voip,network engineer, Computer Network Specialist
876,cmm programmer,programmer, Software/Application Developer
877,software quality assurance leader,software quality assurance analyst, Software/Application Developer
878,database administrator database administrator,database administrator, Database Administrator
880,edi system analyst,system analyst, Information Technology Analyst
881,oracle system analyst,system analyst, Information Technology Analyst
882,esc support specialist,support specialist, Computer Support Specialist
884,audio software engineer,software engineer, Software/Application Developer
887,kbe technical specialist,technical specialist, Computer Support Specialist
888,cam programmer,programmer, Software/Application Developer
889,oracle programmer,programmer, Software/Application Developer
890,ahcis programmer analyst,programmer analyst, Software/Application Developer
892,oncology coordinator,technology coordinator, Computer Network Specialist
893,technology lab manager,technology manager, Information Technology Leadership
894,gameplay programmer,programmer, Software/Application Developer
895,tier help desk specialist,help desk specialist, Computer Support Specialist
896,technology manager oscr uits,technology manager, Information Technology Leadership
897,web developer web developer,web developer, Web Developer
899,sas programmer analyst,programmer analyst, Software/Application Developer
901,live support specialist,support specialist, Computer Support Specialist
903,online live support specialist,support specialist, Computer Support Specialist
905,programmer analyst full time,programmer analyst, Software/Application Developer
907,help desk technician richter library,help desk technician, Computer Support Specialist
908,application develope,application developer, Software/Application Developer
909,teaching support specialist,support specialist, Computer Support Specialist
911,business technology analyst,technology analyst, Computer Network Specialist
912,cobol programmer,programmer, Software/Application Developer
913,php web developer,web developer, Web Developer
915,braille programmer,programmer, Software/Application Developer
916,ctl web developer,web developer, Web Developer
918,course technology support specialist,technology support specialist, Computer Support Specialist
919,sql programmer,programmer, Software/Application Developer
920,programmer analyst builder,programmer analyst, Software/Application Developer
922,academic support specialist,support specialist, Computer Support Specialist
924,its programmer analyst,programmer analyst, Software/Application Developer
926,network domino administrator,network administrator, Computer Network Specialist
927,healthsystems software engineer,systems software engineer, Software/Application Developer
929,software engineer dba,software engineer, Software/Application Developer
932,microsystems analyst,systems analyst, Information Technology Analyst
933,database backup administrator,database administrator, Database Administrator
935,support specialist remote,support specialist, Computer Support Specialist
937,exchange system administrator,system administrator, Computer Support Specialist
938,technology support specialist facilities,technology support specialist, Computer Support Specialist
939,chief media technology officer,chief technology officer, Information Technology Leadership
940,catlab technology support specialist,technology support specialist, Computer Support Specialist
941,assistive technology coordinator,technology coordinator, Computer Network Specialist
942,software developrt,software developer, Software/Application Developer
943,area technology manager,technology manager, Information Technology Leadership
944,fmoc support specialist,support specialist, Computer Support Specialist
946,software engineer yrs,software engineer, Software/Application Developer
949,guest support specialist,support specialist, Computer Support Specialist
951,dto support specialist,support specialist, Computer Support Specialist
953,technology group manager,technology manager, Information Technology Leadership
954,photo lab technology manager,technology manager, Information Technology Leadership
955,director walmart technology,director technology, Information Technology Leadership
956,software developer ust global,software developer, Software/Application Developer
957,application developer head,application developer, Software/Application Developer
958,programmer analyst sap abap,programmer analyst, Software/Application Developer
960,logistics database administrator,database administrator, Database Administrator
962,core support specialist,support specialist, Computer Support Specialist
964,magniolia system designer,system designer, Software/Application Developer
965,sql database administrator,database administrator, Database Administrator
967,technology pmo analyst,technology analyst, Computer Network Specialist
968,director technology pmo cco,director technology, Information Technology Leadership
969,software engineerd,software engineer, Software/Application Developer
972,software developer quickly grew,software developer, Software/Application Developer
973,support specialist ralph lauren,support specialist, Computer Support Specialist
975,marketing systems analyst,systems analyst, Information Technology Analyst
976,clinique support specialist,support specialist, Computer Support Specialist
978,photo technology manager,technology manager, Information Technology Leadership
979,sap crm technical specialist,technical specialist, Computer Support Specialist
980,hvac technical specialist,technical specialist, Computer Support Specialist
981,studio systems administrator,systems administrator, Computer Support Specialist
982,technical specialist sales,technical specialist, Computer Support Specialist
983,technical specialist support,technical support specialist, Computer Support Specialist
984,techniacal specialist,technical specialist, Computer Support Specialist
985,delivery technical specialist,technical specialist, Computer Support Specialist
986,lake mary hvac technical specialist,technical specialist, Computer Support Specialist
987,auditor customer support specialist,customer support specialist, Computer Support Specialist
988,technical specialist repair,technical specialist, Computer Support Specialist
989,online technical specialist,technical specialist, Computer Support Specialist
990,technical specialist lawn garden,technical specialist, Computer Support Specialist
991,technical specialist san nas,technical specialist, Computer Support Specialist
992,laundry kitchen technical specialist,technical specialist, Computer Support Specialist
993,hvac technical support specialist,technical support specialist, Computer Support Specialist
994,technical specialists,technical specialist, Computer Support Specialist
995,web developer oracle,web developer, Web Developer
997,network engineer highlights,network engineer, Computer Network Specialist
999,systems analyst business analyst,systems analyst, Information Technology Analyst
1000,technology manager michigan markets,technology manager, Information Technology Leadership
1001,technology team safety coordinator,technology coordinator, Computer Network Specialist
1002,role java developer,java developer, Software/Application Developer
1003,inside sales customer support specialist,customer support specialist, Computer Support Specialist
1004,cash handling support specialist,support specialist, Computer Support Specialist
1006,support specialist cashier,support specialist, Computer Support Specialist
1008,support specialist job,support specialist, Computer Support Specialist
1010,technology inventory coordinator,technology coordinator, Computer Network Specialist
1011,pin pad support specialist,support specialist, Computer Support Specialist
1013,db2 udb database administrator,database administrator, Database Administrator
1015,director technology logistics gaptech,director technology, Information Technology Leadership
1016,db2 database administrator,database administrator, Database Administrator
1018,csr help desk technician,help desk technician, Computer Support Specialist
1019,support specialist training,support specialist, Computer Support Specialist
1021,technology support specialist tier2,technology support specialist, Computer Support Specialist
1022,support specialist tier,support specialist, Computer Support Specialist
1024,planning systems administrator,systems administrator, Computer Support Specialist
1025,store help desk specialist,help desk specialist, Computer Support Specialist
1026,customer support furniture specialist,customer support specialist, Computer Support Specialist
1027,edi systems analyst,systems analyst, Information Technology Analyst
1028,bpcc technology manager,technology manager, Information Technology Leadership
1029,credit support specialist,support specialist, Computer Support Specialist
1031,customer support sales specialist,customer support specialist, Computer Support Specialist
1032,fullstack net developer,net developer, Software/Application Developer
1033,business software quality assurance analyst,software quality assurance analyst, Software/Application Developer
1034,cashier customer support specialist,customer support specialist, Computer Support Specialist
1035,field support specialist fss,support specialist, Computer Support Specialist
1037,oracle erp programmer analyst,programmer analyst, Software/Application Developer
1039,web java developer,java developer, Software/Application Developer
1040,software engineer lvl,software engineer, Software/Application Developer
1043,interim chief information officer,chief information officer, Information Technology Leadership
1044,software developer olap ssas,software developer, Software/Application Developer
1045,mac support specialist,support specialist, Computer Support Specialist
1047,technology director marketing,technology director, Information Technology Leadership
1048,programmer annalyst,programmer analyst, Software/Application Developer
1050,technology sales support manager,technology support manager, Computer Support Specialist
1051,help desk specialst,help desk specialist, Computer Support Specialist
1052,system analyst oracle dba,system analyst, Information Technology Analyst
1053,logistics technology manager,technology manager, Information Technology Leadership
1054,technology support specialist cashier,technology support specialist, Computer Support Specialist
1055,webmaster sav,webmaster, Web Developer
1056,technical support specialist level,technical support specialist, Computer Support Specialist
1057,level technical support specialist,technical support specialist, Computer Support Specialist
1058,team programmer,programmer, Software/Application Developer
1059,support specialist sales,support specialist, Computer Support Specialist
1061,android application developer,application developer, Software/Application Developer
1062,technology support billing specialist,technology support specialist, Computer Support Specialist
1063,java soa developer,java developer, Software/Application Developer
1064,iss technical specialist,technical specialist, Computer Support Specialist
1065,cad technical specialists,technical specialist, Computer Support Specialist
1066,network planning engineer,network engineer, Computer Network Specialist
1068,android technology support specialist,technology support specialist, Computer Support Specialist
1069,dsl technical support specialist,technical support specialist, Computer Support Specialist
1070,network planning engineering,network engineer, Computer Network Specialist
1072,billing support specialist,support specialist, Computer Support Specialist
1074,idc technical specialist,technical specialist, Computer Support Specialist
1075,chief staff chief technology officer cto,chief technology officer, Information Technology Leadership
1076,customer support specialist ats,customer support specialist, Computer Support Specialist
1077,billing technology support specialist,technology support specialist, Computer Support Specialist
1078,customer sales support specialist,customer support specialist, Computer Support Specialist
1079,bilingual customer support specialist,customer support specialist, Computer Support Specialist
1080,ios application developer,application developer, Software/Application Developer
1081,mean stack application developer,application developer, Software/Application Developer
1082,lms technology support specialist,technology support specialist, Computer Support Specialist
1083,customer support specialist bilingual,customer support specialist, Computer Support Specialist
1084,technical support specialist sales,technical support specialist, Computer Support Specialist
1085,cad technical specialist,technical specialist, Computer Support Specialist
1086,nmci network engineer,network engineer, Computer Network Specialist
1088,business customer support specialist,customer support specialist, Computer Support Specialist
1089,support specialist csr,support specialist, Computer Support Specialist
1091,technical support specialist ccr,technical support specialist, Computer Support Specialist
1092,application developer sql,application developer, Software/Application Developer
1093,technical support specialist tsc,technical support specialist, Computer Support Specialist
1094,engineering telecommunications specialist,telecommunications specialist, Computer Network Specialist
1095,wifi technical support specialist,technical support specialist, Computer Support Specialist
1096,hadoop java developer,java developer, Software/Application Developer
1097,team programmer analyst,programmer analyst, Software/Application Developer
1099,dtac network engineer,network engineer, Computer Network Specialist
1101,tier dsl technical support specialist,technical support specialist, Computer Support Specialist
1102,team technical support specialist,technical support specialist, Computer Support Specialist
1103,system administrator backup,system administrator, Computer Support Specialist
1104,ipt network engineer,network engineer, Computer Network Specialist
1106,business technology manager,technology manager, Information Technology Leadership
1107,field technology manager,technology manager, Information Technology Leadership
1108,software engineer sme,software engineer, Software/Application Developer
1111,android mobile application developer,application developer, Software/Application Developer
1112,customer support specialsist,customer support specialist, Computer Support Specialist
1113,unix application support analyst,application support analyst, Information Technology Analyst
1114,ios mobile application developer,application developer, Software/Application Developer
1115,web developer html5 developer,web developer, Web Developer
1117,bvoip technical specialist,technical specialist, Computer Support Specialist
1118,technology support specialist colombia,technology support specialist, Computer Support Specialist
1119,global technology director,technology director, Information Technology Leadership
1120,dsl technical specialist,technical specialist, Computer Support Specialist
1121,telecommunications repair specialist,telecommunications specialist, Computer Network Specialist
1122,telecommunications account specialist,telecommunications specialist, Computer Network Specialist
1123,team support specialist technical support,technical support specialist, Computer Support Specialist
1124,network engineer js6,network engineer, Computer Network Specialist
1126,tax technology manager,technology manager, Information Technology Leadership
1127,technology advisory manager,technology manager, Information Technology Leadership
1128,system analyst cssa,system analyst, Information Technology Analyst
1129,technology audit analyst,technology analyst, Computer Network Specialist
1130,systems adminstrator,systems administrator, Computer Support Specialist
1131,forensics technical specialist,technical specialist, Computer Support Specialist
1132,meeting support specialist,support specialist, Computer Support Specialist
1134,software engineeer,software engineer, Software/Application Developer
1137,technology delivery director,technology director, Information Technology Leadership
1138,atg software developer,software developer, Software/Application Developer
1139,software quality assurance test analyst,software quality assurance analyst, Software/Application Developer
1140,programmer analyst powerbuilder,programmer analyst, Software/Application Developer
1142,system analyst absa,system analyst, Information Technology Analyst
1143,network engineer expert,network engineer, Computer Network Specialist
1145,citrix system administrator,system administrator, Computer Support Specialist
1146,technology analyst gsc audit,technology analyst, Computer Network Specialist
1147,technology advisory analyst,technology analyst, Computer Network Specialist
1148,technology knowledge manager,technology manager, Information Technology Leadership
1149,net dynamics 365 developer,net developer, Software/Application Developer
1150,systems tax administrator,systems administrator, Computer Support Specialist
1151,sortie support specialist,support specialist, Computer Support Specialist
1153,system administrator leidos,system administrator, Computer Support Specialist
1154,technical support specialist ati,technical support specialist, Computer Support Specialist
1155,military telecommunications specialist,telecommunications specialist, Computer Network Specialist
1156,dba database administrator,database administrator, Database Administrator
1158,usaf software engineer,software engineer, Software/Application Developer
1161,network administator,network administrator, Computer Network Specialist
1162,european database administrator,database administrator, Database Administrator
1164,systems administrator cdm sme,systems administrator, Computer Support Specialist
1165,volunteer database administrator,database administrator, Database Administrator
1167,application developer mobile ios,application developer, Software/Application Developer
1168,mainframe application support analyst,application support analyst, Information Technology Analyst
1169,foundry applications engineer,applications engineer, Software/Application Developer
1171,iot software developer,software developer, Software/Application Developer
1172,technical specialist sme,technical specialist, Computer Support Specialist
1173,team leader java developer,java developer, Software/Application Developer
1174,software packaging engineer,software engineer, Software/Application Developer
1177,websphere application developer,application developer, Software/Application Developer
1178,bid support specialist,support specialist, Computer Support Specialist
1180,adi technical specialist,technical specialist, Computer Support Specialist
1181,application developer j2ee,application developer, Software/Application Developer
1182,aix system administrator,system administrator, Computer Support Specialist
1183,tririga application developer,application developer, Software/Application Developer
1184,network engineer sme,network engineer, Computer Network Specialist
1186,technology analyst trainee,technology analyst, Computer Network Specialist
1187,technical support specialist tss,technical support specialist, Computer Support Specialist
1188,application developer ios,application developer, Software/Application Developer
1189,information security advisor,information security, Information Security Specialist
1190,application developer qlikview cognos,application developer, Software/Application Developer
1191,dev systems analyst,systems analyst, Information Technology Analyst
1192,technical support staff engineer,technical support engineer, Computer Support Specialist
1193,noida technical specialist,technical specialist, Computer Support Specialist
1194,application developer oracle apps,application developer, Software/Application Developer
1195,technology people manager,technology manager, Information Technology Leadership
1196,software engineer grade,software engineer, Software/Application Developer
1199,oracle technical support specialist,technical support specialist, Computer Support Specialist
1200,tehnical support specialist,technical support specialist, Computer Support Specialist
1201,software engineer band,software engineer, Software/Application Developer
1204,maximo application developer,application developer, Software/Application Developer
1205,ibm field technology coordinator,technology coordinator, Computer Network Specialist
1206,software hardware developer,software developer, Software/Application Developer
1207,application developer lotus notes,application developer, Software/Application Developer
1208,as400 system administrator,system administrator, Computer Support Specialist
1209,system administrator linux,system administrator, Computer Support Specialist
1210,sap application developer,application developer, Software/Application Developer
